MOBILE SAFETY CAMERA LOCATION DESCRIPTION REPORT,,,
LOCATION,SUBURB,Reason Code,Audit Date
Banksia Street,HEIDELBERG HEIGHTS,BC,Feb-2025
Barrabool Road,HIGHTON,BC,Aug-2024
Beacon Point Road,CLIFTON SPRINGS,BC,Aug-2024
Benalla-Winton Road,BENALLA,BC,T
Bendigo-Murchison Road,MURCHISON,BC,May-2025
Berrabri Drive,SCORESBY,BC,Mar-2025
Biggs Street,ST ALBANS,BC,May-2025
Bloomfield Road,NILMA NORTH,BC,Jun-2025
Blyth Street,ALTONA,BC,May-2025
Bobs Street,WHITE HILLS,BC,Apr-2025
Boes Road,TYABB,BC,Sep-2024
Boort-Kerang Road,KERANG,BC,Mar-2025
Boundary Road,NEWCOMB,BC,Aug-2024
Breadalbane Avenue,MERNDA,BC,Feb-2025
Bridge Inn Road,MERNDA,BC,Feb-2025
Broad Gully Road,DIAMOND CREEK,BC,Feb-2025
Broadmeadows Road Deviation,WESTMEADOWS,BC,Aug-2024
Brodie Street,WANGARATTA,BC,Apr-2025
Browning Street,ORBOST,BC,May-2025
Buckley Street,KEILOR EAST,BC,Apr-2025
Cairns Road,HAMPTON PARK,BC,Nov-2024
Calder Park Drive,TAYLORS HILL,BC,May-2025
Cambden Park Parade,FERNTREE GULLY,BC,Jun-2025
Canterbury Road,MONTROSE,BC,Jan-2025
Chandler Road,KEYSBOROUGH,BC,Aug-2024
Chapel Road,KEYSBOROUGH,BC,Aug-2024
Christensen Lane,WANGARATTA,BC,Apr-2025
Church Street,GROVEDALE,BC,Aug-2024
Clarkes Road,BROOKFIELD,BC,May-2025
Clifton Springs Road,CLIFTON SPRINGS,BC,Aug-2024
Clyde-Five Ways Road,CLYDE,BC,Nov-2024
Cohuna-Leitchville Road,LEITCHVILLE,BC,Mar-2025
Colac-Ballarat  Road,WEERING,BC,Aug-2024
Commercial Street,MERBEIN,BC,Apr-2025
Cookes Road,DOREEN,BC,Feb-2025
Coolart Road,BITTERN,BC,Sep-2024
Coombes Road,TORQUAY,BC,Aug-2024
Coppards Road,MOOLAP,BC,Aug-2024
Copperfield Drive,DELAHEY,BC,May-2025
Dalmore Road,KOO WEE RUP,BC,Apr-2025
Dandenong Bypass,DANDENONG SOUTH,BC,Aug-2024
Darian Road,TORQUAY,BC,Aug-2024
Deep Creek Road,MITCHAM,BC,May-2025
Doveton Street North,INVERMAY PARK,BC,Aug-2024
Driscolls Road,KEALBA,BC,May-2025
Drysdale-Ocean Grove Road,WALLINGTON,BC,Aug-2024
Dunblane Road,NOBLE PARK,BC,Aug-2024
Duncan Drive,PAKENHAM,BC,Apr-2025
East Street,HADFIELD,BC,Apr-2025
Echuca-Mooroopna Road,MOOROOPNA NORTH,BC,May-2025
Echuca-Mooroopna Road,UNDERA,BC,May-2025
Edgars Road,EPPING,BC,Dec-2024
Elcho Road,LARA,BC,Aug-2024
Elder Street,WATSONIA,BC,Feb-2025
Elizabeth Drive,SUNBURY,BC,Apr-2025
Elizabeth Street,ARARAT,BC,Oct-2024
Emu Road,MAIDSTONE,BC,Jun-2025
Epsom-Barnadown Road,ASCOT,BC,Apr-2025
Eynesbury Road,EYNESBURY,BC,May-2025
Felltimber Creek Road,WODONGA,BC,Apr-2025
Findon Road,SOUTH MORANG,BC,Feb-2025
Flaxen Hills Road,DOREEN,BC,Feb-2025
Forrest Street,ALBION,BC,May-2025
Forrest Street,ARDEER,BC,May-2025
Fyansford-Gheringhap Road,GHERINGHAP,BC,Aug-2024
Gear Avenue,MOUNT HELEN,BC,Aug-2024
Gillies Road,MOUNT ROWAN,BC,T
Gillies Road,ASCOT,BC,Aug-2024
Gillies Road,SULKY,BC,Aug-2024
Gisborne-Melton Road,MELTON,BC,May-2025
Glen Huntly Road,ELWOOD,BC,Feb-2025
Glencairn Drive,GREENVALE,BC,Apr-2025
Glenelg Highway,SMYTHESDALE,BC,Mar-2025
Glenrowan-Myrtleford Road,OXLEY,BC,Apr-2025
Goodwin Street,BENALLA,BC,T
Gourlay Road,TAYLORS HILL,BC,May-2025
Graham Street,WONTHAGGI,BC,Sep-2024
Grandvue Boulevard,PAKENHAM,BC,Apr-2025
Grange Drive,SOUTH MORANG,BC,Feb-2025
Great Alpine Road,BRIGHT,BC,Apr-2025
Great Alpine Road,DOCTORS FLAT,BC,May-2025
Greenhalghs Road,BUNKERS HILL,BC,Aug-2024
Greenvale Drive,GREENVALE,BC,Apr-2025
Grubb Road,OCEAN GROVE,BC,Aug-2024
Harcourt Road,BORONIA,BC,Mar-2025
Hawkins Street,SHEPPARTON,BC,May-2025
Heatherton Road,ENDEAVOUR HILLS,BC,Nov-2024
Heidelberg Road,CLIFTON HILL,BC,Apr-2025
Heinz Lane,INVERMAY PARK,BC,Aug-2024
Hertford Road,SUNSHINE,BC,May-2025
Hidden Valley Boulevard,WALLAN,BC,Aug-2024
Highton Lane,MANSFIELD,BC,Oct-2024
Hopetoun Road,TOORAK,BC,Mar-2025
Hopkins Highway,GRASSMERE,BC,Nov-2024
Horace Street,MALVERN,BC,Mar-2025
Horseshoe Bend Road,MOUNT DUNEED,BC,Aug-2024
Hume Drive,SYDENHAM,BC,May-2025
Hume Drive,TAYLORS HILL,BC,May-2025
Hume Freeway,CHILTERN,BC,Apr-2025
Inglis Road,BERWICK,BC,Nov-2024
Inverloch-Venus Bay Road,POUND CREEK,BC,Sep-2024
Jacksons Road,NOBLE PARK NORTH,BC,Aug-2024
Jasper Road,MCKINNON,BC,T
Johnson Street,RESERVOIR,BC,Feb-2025
Kangaroo Ground-Warrandyte Road,KANGAROO GROUND,BC,Feb-2025
Karadoc Avenue,IRYMPLE,BC,Apr-2025
Kelvinside Road,NOBLE PARK,BC,Aug-2024
Kensington Road,LEOPOLD,BC,Aug-2024
Kent Street,ASCOT VALE,BC,Aug-2024
Kerang-Murrabit Road,KERANG,BC,Mar-2025
Kerang-Murrabit Road,WESTBY,BC,Mar-2025
Kerang-Quambatook Road,KERANG,BC,Mar-2025
Kiewa Valley Highway,DEDERANG,BC,Apr-2025
Kyneton-Trentham Road,TRENTHAM,BC,Mar-2025
Lakeside Drive,ALBERT PARK,BC,Feb-2025
Lancaster Road,KYABRAM,BC,Apr-2025
Latrobe Road,MARYVALE,BC,T
Leslie Street,ST ALBANS,BC,May-2025
Linsell Boulevard,CRANBOURNE EAST,BC,Nov-2024
Livingstone Street,AVENEL,BC,Apr-2025
Loddon Valley  Highway,MACORNA,BC,Mar-2025
Long Forest Road,LONG FOREST,BC,Mar-2025
Lum Road,WHEELERS HILL,BC,May-2025
Lynnes Road,WATTLE BANK,BC,Sep-2024
Macleod Street,BAIRNSDALE,BC,May-2025
Main Road,HURSTBRIDGE,BC,Feb-2025
Majorca Road,MARYBOROUGH,BC,May-2025
Malvern Road,SOUTH YARRA,BC,Mar-2025
Maribyrnong Road,ASCOT VALE,BC,Apr-2025
Marine Parade,ELWOOD,BC,Feb-2025
Marlo Road,MARLO,BC,May-2025
Maryvale Road,MORWELL,BC,T
Mascoma Street,STRATHMORE,BC,Apr-2025
McCurdy Road,HERNE HILL,BC,Aug-2024
Meadowvale  Drive,GROVEDALE,BC,Aug-2024
Meeniyan-Promontory Road,BUFFALO,BC,Sep-2024
Menadue Street,HORSHAM,BC,Oct-2024
Midland Highway,MAGPIE,BC,Aug-2024
Midland Highway,GHERINGHAP,BC,Mar-2025
Midland Highway,NEWLYN,BC,Mar-2025
Military Road,AVONDALE HEIGHTS,BC,Apr-2025
Mooroopna-Murchison Road,MURCHISON,BC,May-2025
Mooroopna-Murchison Road,OLD TOOLAMBA,BC,May-2025
Moran Street,PICOLA,BC,Apr-2025
Morpung Avenue,IRYMPLE,BC,Apr-2025
Mount Buffalo Road,POREPUNKAH,BC,Mar-2025
Murchison-Tatura Road,DHURRINGILE,BC,May-2025
Murchison-Tatura Road,TATURA,BC,May-2025
Murchison-Violet Town Road,MURCHISON EAST,BC,May-2025
Murdoch Road,WANGARATTA,BC,T
Murray Valley  Highway,BEVERFORD,BC,Mar-2025
Murray Valley Highway,BEVERFORD,BC,Mar-2025
Murray Valley Highway,COHUNA,BC,Mar-2025
Murray Valley Highway,KENLEY,BC,Mar-2025
Murray Valley Highway,LAKE BOGA,BC,Mar-2025
Murray Valley Highway,MEAD,BC,Mar-2025
Murray Valley Highway,NYAH,BC,Mar-2025
Murray Valley Highway,SWAN HILL,BC,Mar-2025
Murray Valley Highway,WEE WEE RUP,BC,Mar-2025
Murray Valley Highway,BERRINGAMA,BC,Apr-2025
Murray Valley Highway,CUDGEWA,BC,Apr-2025
Murray Valley Highway,TALLANGATTA,BC,Apr-2025
Murray Valley Highway,GUNBOWER,BC,Apr-2025
Murray Valley Highway,LEITCHVILLE,BC,Apr-2025
Murray Valley Highway,WHARPARILLA,BC,Apr-2025
Murray Valley Highway,WOOD WOOD,BC,Apr-2025
Myers Road,BITTERN,BC,Sep-2024
Myrtleford-Yackandandah Road,MUDGEGONGA,BC,Apr-2025
New Dookie Road,GRAHAMVALE,BC,May-2025
Normanby Drive,GREENVALE,BC,Apr-2025
Normanby Street,WARRAGUL,BC,Dec-2024
Northern Highway,TOOBORAC,BC,Apr-2025
Novara Parade,ST ALBANS,BC,May-2025
Oaklands Road,OAKLANDS JUNCTION,BC,Apr-2025
O'Neil Road,BEACONSFIELD,BC,Apr-2025
Ormond Esplanade,ELWOOD,BC,Feb-2025
Ormond Road,EAST GEELONG,BC,Aug-2024
Overton Lea Boulevard,SYDENHAM,BC,May-2025
Panorama Avenue,LOWER PLENTY,BC,Feb-2025
Parer Road,AIRPORT WEST,BC,Apr-2025
Park Lane,WANGARATTA,BC,Apr-2025
Phillipson Street,WANGARATTA,BC,Apr-2025
Pillars Road,BANGHOLME,BC,Aug-2024
Pioneer Road,GROVEDALE,BC,Aug-2024
Pitt Street,ELTHAM,BC,Feb-2025
Plantation Road,CORIO,BC,Aug-2024
Plenty River Drive,GREENSBOROUGH,BC,Feb-2025
Plumpton  Avenue,GLENROY,BC,Apr-2025
Point Richards Road,PORTARLINGTON,BC,Aug-2024
Powlett Street,INVERLOCH,BC,Sep-2024
Princes Freeway,PAKENHAM,BC,Apr-2025
Princes Highway,PIRRON YALLOCK,BC,Aug-2024
Princes Highway,POMBORNEIT,BC,Dec-2024
Princes Highway,PORT FAIRY,BC,Jan-2025
Princes Highway,OAKLEIGH EAST,BC,May-2025
Princes Highway,JOHNSONVILLE,BC,May-2025
Princes Highway,TOSTAREE,BC,May-2025
Princes Highway,LAKES ENTRANCE,BC,May-2025
Princes Highway,NOWA NOWA,BC,May-2025
Progress Road,ELTHAM NORTH,BC,Feb-2025
Prospect Hill Road,NARRE WARREN,BC,Nov-2024
Pyrenees Highway,ELMHURST,BC,T
Pyrenees Highway,AMPHITHEATRE,BC,Aug-2024
Racecourse Road,PAKENHAM,BC,Apr-2025
Research Warrandyte Road,RESEARCH,BC,Feb-2025
Research-Warrandyte Road,NORTH WARRANDYTE,BC,Feb-2025
Rippon Road,HAMILTON,BC,Apr-2025
Riverside Avenue,MILDURA,BC,Apr-2025
Robinvale-Sea Lake Road,ROBINVALE,BC,Apr-2025
Sages Road,BAXTER,BC,Sep-2024
Saltwater Promenade,POINT COOK,BC,Jun-2025
Sanders Road,HAZELWOOD NORTH,BC,T
Sandilong Avenue,IRYMPLE,BC,Apr-2025
Sandpiper Drive,TAYLORS LAKES,BC,May-2025
Saxonwood Drive,NARRE WARREN,BC,Nov-2024
Sebastopol-Smythesdale Road,ROSS CREEK,BC,Mar-2025
Serpells Road,TEMPLESTOWE,BC,May-2025
Shearwater Drive,PAKENHAM,BC,Apr-2025
Sheepwash Road,BARWON HEADS,BC,Aug-2024
Sladen Street,CRANBOURNE,BC,Nov-2024
Sneydes Road,WERRIBEE,BC,Jun-2025
Somerville  Road,YARRAVILLE,BC,Jun-2025
South Gippsland Highway,TOORADIN,BC,Nov-2024
South Street,HADFIELD,BC,Apr-2025
Springvale Road,NUNAWADING,BC,May-2025
Stead Street,SALE,BC,May-2025
Stony Point Road,CRIB POINT,BC,Sep-2024
Strachans Road,MORNINGTON,BC,Sep-2024
Sturt Highway,MERBEIN SOUTH,BC,Apr-2025
Sunraysia Highway,LAMPLOUGH,BC,Aug-2024
Sunraysia Highway,LEARMONTH,BC,Aug-2024
Sunraysia Highway,TANWOOD,BC,Aug-2024
Swan Street,WANGARATTA,BC,Apr-2025
Tatura-Undera Road,GILLIESTON,BC,May-2025
Thacker Street,OCEAN GROVE,BC,Aug-2024
The Avenue of Honour,BACCHUS MARSH,BC,Mar-2025
The Boulevard,SHEPPARTON,BC,May-2025
The Esplanade,TORQUAY,BC,Aug-2024
The Lakes Boulevard,SOUTH MORANG,BC,Feb-2025
Thompsons Road,CRANBOURNE,BC,Nov-2024
Tobin Street,ARARAT,BC,May-2025
Tomahawk Creek Road,IRREWILLIPE,BC,Aug-2024
Toolamba road,MOOROOPNA,BC,May-2025
Toomuc Valley Road,PAKENHAM,BC,Apr-2025
Tuckfield Street,OCEAN GROVE,BC,Aug-2024
Twelfth Street,MILDURA,BC,Apr-2025
Valley Drive,WALLAN,BC,Aug-2024
Victoria Street,PRESTON,BC,Feb-2025
Wangandary Road,WANGARATTA,BC,Apr-2025
Wangaratta-Yarrawonga Road,PEECHELBA,BC,Apr-2025
Warrandyte Road,LANGWARRIN SOUTH,BC,Sep-2024
Waterside Drive,WATERWAYS,BC,T
Waterview Drive,MERNDA,BC,Feb-2025
Wawunna Road,HORSHAM,BC,Oct-2024
Welcome Road,DIGGERS REST,BC,May-2025
Werril Street,SWAN HILL,BC,Mar-2025
Western Highway,DADSWELLS BRIDGE,BC,Oct-2024
Whitfield Road,MOYHU,BC,Apr-2025
Whittlesea-Kinglake Road,KINGLAKE CENTRAL,BC,Aug-2024
Whittlesea-Kinglake Road,KINGLAKE WEST,BC,Aug-2024
Whittlesea-Kinglake Road,PHEASANT CREEK,BC,Aug-2024
Wilsons Road,MORNINGTON,BC,Sep-2024
Wilton Vale Road,SOUTH MORANG,BC,Feb-2025
Windsor Avenue,SPRINGVALE,BC,Aug-2024
Winton-Glenrowan Road,WINTON NORTH,BC,T
Witt Street,BENALLA,BC,T
Wood Street,FLINDERS,BC,Sep-2024
Woorinen-Vinifera Road,WOORINEN NORTH,BC,Mar-2025
Woorinen-Vinifera Road,WOORINEN SOUTH,BC,Mar-2025
Wungan Street,MACLEOD,BC,Feb-2025
Yuille Street,MELTON,BC,May-2025
Abey Road,COBBLEBANK,BCD,May-2025
Acacia Street,GLENROY,BCD,Apr-2025
Allingham Street,KANGAROO FLAT,BCD,Apr-2025
Anderson Street,MELBOURNE,BCD,Apr-2025
Arnot Street,BONNIE DOON,BCD,Oct-2024
Arthur Street,ST ALBANS,BCD,May-2025
Arthurs Seat Road,RED HILL,BCD,Sep-2024
Banbury Road,RESERVOIR,BCD,Feb-2025
Banksia Street,IVANHOE,BCD,Feb-2025
Barrabool Road,CERES,BCD,Feb-2025
Beaconsfield Parade,ALBERT PARK,BCD,Feb-2025
Bengworden Road,BENGWORDEN,BCD,May-2025
Booth Street,PRESTON,BCD,Feb-2025
Bowen Street,CAMBERWELL,BCD,May-2025
Bradford Road,MOUNT MARTHA,BCD,Sep-2024
Braeswood Road,KINGS PARK,BCD,May-2025
Bright Street,CALIFORNIA GULLY,BCD,Apr-2025
Broadway,DUNOLLY,BCD,May-2025
Browning Street,KINGSBURY,BCD,Apr-2025
Burns Street,MARYBOROUGH,BCD,May-2025
Butcher Street,ECHUCA,BCD,Apr-2025
Caldwells Road,EAGLEHAWK,BCD,Apr-2025
Caledonia Street,ST ANDREWS,BCD,Feb-2025
Callaghan Street,EPSOM,BCD,Apr-2025
Carpenter Street,SPRING GULLY,BCD,Apr-2025
Central Avenue,ALTONA MEADOWS,BCD,Jun-2025
Central Park Road,MALVERN EAST,BCD,Mar-2025
Champions Parade,WOLLERT,BCD,Feb-2025
Cheddar Road West,RESERVOIR,BCD,Feb-2025
Chifley Drive,PRESTON,BCD,Feb-2025
Chum Street,GOLDEN SQUARE,BCD,Apr-2025
Church Street,RICHMOND,BCD,Apr-2025
Claremont Avenue,MALVERN,BCD,Mar-2025
Clarendon Street,THORNBURY,BCD,Dec-2024
Coburns Road,KURUNJANG,BCD,May-2025
Coburns Road,MELTON,BCD,May-2025
Coburns Road,MELTON SOUTH,BCD,May-2025
Colac-Ballarat Road,CORINDHAP,BCD,Mar-2025
Colac-Ballarat Road,NAPOLEONS,BCD,Mar-2025
Copelands Road,WARRAGUL,BCD,Jun-2025
Copernicus Way,KEILOR DOWNS,BCD,May-2025
Cravens Road,MERNDA,BCD,Feb-2025
Crook Street,KENNINGTON,BCD,Apr-2025
Curtin Street,FLORA HILL,BCD,Apr-2025
Dalton Road,LALOR,BCD,Feb-2025
Darebin Road,THORNBURY,BCD,Feb-2025
Devonshire Road,SUNSHINE,BCD,May-2025
Diamond Creek Road,GREENSBOROUGH,BCD,Apr-2025
Diggers Rest-Coimadai Road,DIGGERS REST,BCD,May-2025
Diggers Rest-Coimadai Road,TOOLERN VALE,BCD,May-2025
Dohertys Road,TRUGANINA,BCD,Jun-2025
Donovans Way,MANSFIELD,BCD,Oct-2024
Doveton Street North,BALLARAT NORTH,BCD,Aug-2024
Dundas Road,MARYBOROUGH,BCD,May-2025
East Esplanade,ST ALBANS,BCD,May-2025
Eastfield Road,CROYDON,BCD,Jul-2024
Eaststone Avenue,WOLLERT,BCD,Jan-2025
Echuca-Nanneella Road,NANNEELLA,BCD,Apr-2025
Edenvale Boulevard,WOLLERT,BCD,Feb-2025
Edgars Road,WOLLERT,BCD,Feb-2025
Edwardes Street,RESERVOIR,BCD,Feb-2025
Elvins Street,MANSFIELD,BCD,Oct-2024
Elwers Road,ROSEBUD,BCD,Sep-2024
Epping Road,EPPING,BCD,Feb-2025
Ester Street,GREENSBOROUGH,BCD,Feb-2025
Fairbairn Road,SUNSHINE WEST,BCD,May-2025
Findon Road,EPPING,BCD,Feb-2025
Fitzgerald Road,DERRIMUT,BCD,May-2025
Fitzgerald Road,SUNSHINE WEST,BCD,May-2025
Fosters Road,KEILOR PARK,BCD,May-2025
Fryers Road,HIGHTON,BCD,Aug-2024
Fullarton Road,KEILOR PARK,BCD,May-2025
Furlong Road,ST ALBANS,BCD,May-2025
Furlong Road,SUNSHINE NORTH,BCD,May-2025
Gateshead Drive,WANTIRNA SOUTH,BCD,Jul-2024
Gilbert Road,PRESTON,BCD,Dec-2024
Gillespie Road,KINGS PARK,BCD,May-2025
Gillies Street,MARYBOROUGH,BCD,May-2025
Gillwell Road,LALOR,BCD,Apr-2025
Gisborne - Melton Road,KURUNJANG,BCD,May-2025
Glengala Road,SUNSHINE WEST,BCD,May-2025
Gordon Street,WODONGA,BCD,Apr-2025
Gourlay Road,HILLSIDE,BCD,May-2025
Gower Street,PRESTON,BCD,Feb-2025
Graham Street,PORT MELBOURNE,BCD,Feb-2025
Great Alpine Road,HARRIETVILLE,BCD,Mar-2025
Greensborough Road,YALLAMBIE,BCD,Feb-2025
Greenwood Drive,BUNDOORA,BCD,Feb-2025
Hampshire Road,SUNSHINE,BCD,May-2025
Harding Street,COBURG,BCD,Aug-2024
Hargreaves Street,GOLDEN SQUARE,BCD,Apr-2025
Hatchlands Drive,DEER PARK,BCD,May-2025
Havilah Road,LONG GULLY,BCD,Apr-2025
Hawkstowe Parade,SOUTH MORANG,BCD,Apr-2025
Heyington Avenue,THOMASTOWN,BCD,Feb-2025
High Street,EPPING,BCD,Feb-2025
High Street,LALOR,BCD,Feb-2025
High Street,MELTON,BCD,May-2025
High Street,MELTON WEST,BCD,May-2025
Highpark Drive,WOLLERT,BCD,Feb-2025
Hodgins Road,HASTINGS,BCD,Sep-2024
Hogans Road,TARNEIT,BCD,Jun-2025
Howitt Street,BALLARAT NORTH,BCD,Aug-2024
Hume Drive,CAROLINE SPRINGS,BCD,May-2025
Huon Creek Road,WODONGA,BCD,Apr-2025
Hyde Street,SEDDON,BCD,Jun-2025
Ibbotson Street,ST LEONARDS,BCD,Aug-2024
Kees Road,LARA,BCD,Dec-2024
Kiora Street,ALTONA MEADOWS,BCD,Jun-2025
Koorlong Avenue,IRYMPLE,BCD,Apr-2025
Kororoit Creek Road,ALTONA,BCD,Jun-2025
Kulkyne Way,NANGILOC,BCD,Feb-2025
Leakes Road,TRUGANINA,BCD,Jun-2025
Leamington Street,RESERVOIR,BCD,Feb-2025
Lorimer Street,PORT MELBOURNE,BCD,Jan-2025
Lyon Road,VIEWBANK,BCD,Feb-2025
Mackie Road,BENTLEIGH EAST,BCD,T
Main Hurstbridge Road,DIAMOND CREEK,BCD,Feb-2025
Main Neerim Road,DROUIN,BCD,Dec-2024
Mansfield-Woods Point Road,JAMIESON,BCD,Oct-2024
Market Road,SUNSHINE,BCD,May-2025
Marshall Street,IVANHOE,BCD,Feb-2025
Massey Avenue,RESERVOIR,BCD,Feb-2025
Mayfair Drive,WODONGA,BCD,Apr-2025
McBryde Street,FAWKNER,BCD,Apr-2025
McDonalds Road,EPPING,BCD,Feb-2025
McKimmies Road,BUNDOORA,BCD,Feb-2025
Melton Valley Drive,MELTON,BCD,May-2025
Melville Road,BRUNSWICK WEST,BCD,Apr-2025
Midland Highway,GOORNONG,BCD,Apr-2025
Mitchell Street,COLBINABBIN,BCD,Apr-2025
Mitford Street,ELWOOD,BCD,Feb-2025
Montague Street,ALBERT PARK,BCD,Feb-2025
Moran Street,LONG GULLY,BCD,Apr-2025
Moray Street,SOUTH MELBOURNE,BCD,Feb-2025
Mt Buller Road,MERRIJIG,BCD,Oct-2024
Mt DERRIMUT Road,DERRIMUT,BCD,May-2025
Neale Road,DEER PARK,BCD,May-2025
Nelson Road,LILYDALE,BCD,Jan-2025
Nepean Highway Service Road,MORNINGTON,BCD,Sep-2024
Newcastle Street,PRESTON,BCD,Jan-2025
Newlands Road,RESERVOIR,BCD,Feb-2025
Nicholson Street,BRUNSWICK EAST,BCD,Apr-2025
Northern Highway,ELMORE,BCD,Apr-2025
Northumberland Road,SUNSHINE NORTH,BCD,May-2025
O'Herns Road,EPPING,BCD,Feb-2025
Old Calder Highway,KEILOR,BCD,May-2025
Omeo Highway,TALLANDOON,BCD,Apr-2025
Omeo Highway,TALLANGATTA SOUTH,BCD,Apr-2025
ONeills Road,MELTON,BCD,May-2025
Park Road,MARYBOROUGH,BCD,May-2025
Pender Street,THORNBURY,BCD,Jan-2025
Pine Park Drive,WOLLERT,BCD,Feb-2025
Pitfield-Scarsdale Road,NEWTOWN,BCD,Mar-2025
Plenty Road,MERNDA,BCD,Feb-2025
Plummer Street,PORT MELBOURNE,BCD,Feb-2025
Princes  Highway,EUMEMMERRING,BCD,Nov-2024
Princes Highway,WINCHELSEA,BCD,Aug-2024
Princes Highway,HUNTINGDALE,BCD,May-2025
Princess Street,CAMPBELLS CREEK,BCD,Jan-2025
Prouses Road,CALIFORNIA GULLY,BCD,Apr-2025
Pyrenees Highway,CASTLEMAINE,BCD,Jan-2025
Ranters Gully Road,CAMPBELLS CREEK,BCD,Jan-2025
Regent Street,MERNDA,BCD,Feb-2025
Retreat Road,SPRING GULLY,BCD,Apr-2025
Rohs Road,EAST BENDIGO,BCD,Apr-2025
Rosehill Road,LOWER PLENTY,BCD,Feb-2025
Ryrie Street,GEELONG,BCD,Aug-2024
Salmon Street,PORT MELBOURNE,BCD,Apr-2025
Saltlake Boulevard,WOLLERT,BCD,Feb-2025
Settlement Road,THOMASTOWN,BCD,Feb-2025
Simpsons Road,EAGLEHAWK,BCD,Apr-2025
Sixteenth Street,MILDURA,BCD,Apr-2025
Smythes Road,DELACOMBE,BCD,Aug-2024
Somerville Road,YARRAVILLE,BCD,Jun-2025
Spence Street,KEILOR PARK,BCD,May-2025
St Georges Road,TOORAK,BCD,Mar-2025
St James Road,ROSANNA,BCD,Feb-2025
Stagecoach Boulevard,SOUTH MORANG,BCD,Feb-2025
Station Street,PORT MELBOURNE,BCD,Feb-2025
Station Street,POREPUNKAH,BCD,Apr-2025
Studley Road,EAGLEMONT,BCD,Feb-2025
Sunshine Avenue,TAYLORS LAKES,BCD,May-2025
Surrey Road,BLACKBURN NORTH,BCD,May-2025
Sydney Street,ALBION,BCD,May-2025
Taylors Road,DELAHEY,BCD,May-2025
Templewood Crescent,AVONDALE HEIGHTS,BCD,Apr-2025
Tennyson Street,ELWOOD,BCD,Feb-2025
Tenth Street,MILDURA,BCD,Apr-2025
Tesselaar Road,WOLLERT,BCD,Jan-2025
The Boulevard,PORT MELBOURNE,BCD,Feb-2025
The Strand,WILLIAMSTOWN,BCD,May-2025
Thistle Street,GOLDEN SQUARE,BCD,Apr-2025
Thompsons Road,NEWBOROUGH,BCD,T
Todd Road,FISHERMENS BEND,BCD,Apr-2025
Tonkin Avenue,COBURG NORTH,BCD,Apr-2025
Ultimo Street,MANSFIELD,BCD,Oct-2024
Union Road,SURREY HILLS,BCD,May-2025
Union Street,BRUNSWICK WEST,BCD,Apr-2025
Victoria Cross Parade,WODONGA,BCD,Apr-2025
Victoria Street,IRONBARK,BCD,Apr-2025
Villa Road,SPRINGVALE,BCD,Aug-2024
Wallan Road,WHITTLESEA,BCD,Feb-2025
Wattle Avenue,WERRIBEE,BCD,Jun-2025
Wellington Parade South,EAST MELBOURNE,BCD,Apr-2025
Westgarth Street,WESTGARTH,BCD,Feb-2025
Westmoreland Road,SUNSHINE NORTH,BCD,May-2025
Wheatsheaf Road,GLENROY,BCD,Apr-2025
Williamstown Road,PORT MELBOURNE,BCD,Feb-2025
Woodland Street,ESSENDON,BCD,Apr-2025
Wooralla Drive,MOUNT ELIZA,BCD,Sep-2024
Wright Street,SUNSHINE WEST,BCD,May-2025
Alexandra Street,GREENSBOROUGH,BD,Dec-2024
Everleigh Drive,DIAMOND CREEK,BD,Feb-2025
Huxley Avenue,MULGRAVE,BD,May-2025
Manningham Street,PARKVILLE,BD,Apr-2025
Aitken Street,ALEXANDRA,C,Oct-2024
Allenby Avenue,RESERVOIR,C,Feb-2025
Anderson Road,FAWKNER,C,Apr-2025
Arundel Road,KEILOR,C,May-2025
Ascot Vale Road,ASCOT VALE,C,Apr-2025
Avenel-Nagambie Rd,AVENEL,C,Apr-2025
Avenel-Nagambie Road,AVENEL,C,Apr-2025
Axe Creek Road,AXE CREEK,C,Apr-2025
Back Eildon Road,THORNTON,C,Oct-2024
Bakers Road,NOBLE PARK NORTH,C,Aug-2024
Ballan Road,WYNDHAM VALE,C,Jun-2025
Ballarat Road,HAMILTON,C,Apr-2025
Ballarat Road,FOOTSCRAY,C,Jun-2025
Balwyn Road,BALWYN,C,May-2025
Bambra Road,CAULFIELD SOUTH,C,T
Bank Street,AVENEL,C,Apr-2025
Barkly Street,WEST FOOTSCRAY,C,Jun-2025
Barnes Boulevard,HORSHAM,C,Oct-2024
Barries Road,MELTON,C,May-2025
Barrymore Road,GREENVALE,C,Apr-2025
Bass Highway,LEONGATHA SOUTH,C,Sep-2024
Bass Highway,THE GURDIES,C,Sep-2024
Baxter-Tooradin Road,DEVON MEADOWS,C,Nov-2024
Bayview Road,ROSEBUD,C,Sep-2024
Beach Road,MORDIALLOC,C,T
Beach Road,PARKDALE,C,T
Beach Street,FRANKSTON,C,Sep-2024
Beaufort-Skipton Road,LAKE GOLDSMITH,C,T
Beechworth-Wodonga Road,LENEVA,C,Apr-2025
Belgrave Road,MALVERN EAST,C,Mar-2025
Bellbridge Drive,HOPPERS CROSSING,C,Jun-2025
Belmore Road,BALWYN,C,May-2025
Belmore Road,BOX HILL NORTH,C,May-2025
Benalla-Yarrawonga Road,DEVENISH,C,T
Bendigo-Maldon Road,MALDON,C,May-2025
Bendigo-Redesdale Road,STRATHFIELDSAYE,C,Apr-2025
